classification_id,user_name,user_id,workflow_id,task,created_at,subject_id,extractor,data.text,data.gold_standard,data.aggregation_version
350131028,Rvparrish,2328682.0,16423,T4,2021-08-05 18:11:33 UTC,50837155,text_extractor,,False,3.6.0
350131663,Rvparrish,2328682.0,16423,T2,2021-08-05 18:13:48 UTC,50723383,text_extractor,"SEVENTH: That the premises shall not be occupied by negroes or persons with negro
blood; provided that this shall not be construed to prevent the living upon the premises of
any negro servant whose time is employed for domestic purposes by the occupants of the dwelling
house, together with the family of such servant.",False,3.6.0
350131663,Rvparrish,2328682.0,16423,T4,2021-08-05 18:13:48 UTC,50723383,text_extractor,,False,3.6.0
356108117,tim_maps,2143993.0,16423,T2,2021-08-30 23:16:17 UTC,51114590,text_extractor,,,3.6.0
356108117,tim_maps,2143993.0,16423,T4,2021-08-30 23:16:17 UTC,51114590,text_extractor,,False,3.6.0
356108377,tim_maps,2143993.0,16423,T2,2021-08-30 23:17:20 UTC,51492246,text_extractor,,,3.6.0
356108377,tim_maps,2143993.0,16423,T4,2021-08-30 23:17:20 UTC,51492246,text_extractor,,False,3.6.0
356109641,tim_maps,2143993.0,16423,T2,2021-08-30 23:22:27 UTC,50614777,text_extractor,"And second parties as evidenced by the acceptance of this indenture, expressly agrees as a part of the consideration for this conveyance, that said property shall be used solely as a place for burial of the dead of the white race and that righ tof interment in lot or any part thereof, shall not be sold or conveyed to any person or persons of African descent nor shall any portion of said lot be used for the burial of any persons of African descent",False,3.6.0
356109641,tim_maps,2143993.0,16423,T4,2021-08-30 23:22:27 UTC,50614777,text_extractor,"two deeds, first has no covenants, second is a cemetary deed",False,3.6.0
356109837,tim_maps,2143993.0,16423,T2,2021-08-30 23:23:17 UTC,51114703,text_extractor,"The lot hereby conveyed shall not be sold, transferred, conveyed, leased, or rented to persons of Negro blood, provided that this
shall not be construed to prevent the living upon the premises of any Negro servant or servants whose time shall be employed for domestic purposes only by the owner or tenant thereof.",False,3.6.0
356109837,tim_maps,2143993.0,16423,T4,2021-08-30 23:23:17 UTC,51114703,text_extractor,,False,3.6.0
356109882,tim_maps,2143993.0,16423,T2,2021-08-30 23:23:29 UTC,51283985,text_extractor,,,3.6.0
356109882,tim_maps,2143993.0,16423,T4,2021-08-30 23:23:29 UTC,51283985,text_extractor,,False,3.6.0
356110029,ZareenK,2293010.0,16423,T2,2021-08-30 23:24:11 UTC,50989407,text_extractor,"SEVENTH: That the premises shall not be occupied by negroes or persons with negro blood; provided that this shall not be construed to prevent the living upon the premises of any negro servant whose time is employed for domestic purposes by the occupants, of the dwelling house, together with the family of such servant.",False,3.6.0
356110029,ZareenK,2293010.0,16423,T4,2021-08-30 23:24:11 UTC,50989407,text_extractor,,False,3.6.0
356110112,tim_maps,2143993.0,16423,T2,2021-08-30 23:24:30 UTC,50989378,text_extractor,"Third: That the premises shall not be owned or occupied by negroes or persons of negro blood, provided that this shall not be construed to prevent the living upon the premises of any negro who is employed
for domestic purposes by the occupants of the dwelling on said land.",False,3.6.0
356110112,tim_maps,2143993.0,16423,T4,2021-08-30 23:24:30 UTC,50989378,text_extractor,,False,3.6.0
356110192,tim_maps,2143993.0,16423,T2,2021-08-30 23:24:49 UTC,50614549,text_extractor,,,3.6.0
356110192,tim_maps,2143993.0,16423,T4,2021-08-30 23:24:49 UTC,50614549,text_extractor,,False,3.6.0
356110320,tim_maps,2143993.0,16423,T2,2021-08-30 23:25:33 UTC,50723131,text_extractor,,,3.6.0
356110320,tim_maps,2143993.0,16423,T4,2021-08-30 23:25:33 UTC,50723131,text_extractor,,False,3.6.0
356110480,tim_maps,2143993.0,16423,T2,2021-08-30 23:26:22 UTC,50723163,text_extractor,,,3.6.0
356110480,tim_maps,2143993.0,16423,T4,2021-08-30 23:26:22 UTC,50723163,text_extractor,,False,3.6.0
356110579,tim_maps,2143993.0,16423,T2,2021-08-30 23:26:56 UTC,50989309,text_extractor,This deed is restricted to the white race only.,False,3.6.0
356110579,tim_maps,2143993.0,16423,T4,2021-08-30 23:26:56 UTC,50989309,text_extractor,,False,3.6.0
356110713,johnkilleen,2171363.0,16423,T2,2021-08-30 23:27:36 UTC,50723212,text_extractor,"Seventh. That the premises shall no
be occupied by negroes or persons U the negro blood, provided that this shall not be
construed to prevent the living n the premises of any negro servant whose time is
employed for domestic purpose by the occupants of the dwelling house, together with the family of such servant. ",False,3.6.0
356110713,johnkilleen,2171363.0,16423,T4,2021-08-30 23:27:36 UTC,50723212,text_extractor,"Hope Valley.  Two records, covenant in the first",False,3.6.0
356110969,tim_maps,2143993.0,16423,T2,2021-08-30 23:28:54 UTC,50989425,text_extractor,"That the premises shall not be occupied by negroes or persons with negro blood; provided that this shall not be construed to prevent the living upon the premises of any negro servant whose time is employed for domestic purpose by the occupants of the dwelling house, together with the family of such servant.",False,3.6.0
356110969,tim_maps,2143993.0,16423,T4,2021-08-30 23:28:54 UTC,50989425,text_extractor,"Two deeds, second one only part of the deed is here but the part that's here has a covenant",False,3.6.0
356111150,tim_maps,2143993.0,16423,T2,2021-08-30 23:29:41 UTC,51492179,text_extractor,It is further agreed by each party hereto that the title to the above described property is to forever remain in white people and is not to be sold to the colored race.,False,3.6.0
356111150,tim_maps,2143993.0,16423,T4,2021-08-30 23:29:41 UTC,51492179,text_extractor,,False,3.6.0
356111241,LTanya,2170255.0,16423,T2,2021-08-30 23:30:09 UTC,50989276,text_extractor,,,3.6.0
356111241,LTanya,2170255.0,16423,T4,2021-08-30 23:30:09 UTC,50989276,text_extractor,,False,3.6.0
356111296,ZareenK,2293010.0,16423,T2,2021-08-30 23:30:27 UTC,50837500,text_extractor,,,3.6.0
356111296,ZareenK,2293010.0,16423,T4,2021-08-30 23:30:27 UTC,50837500,text_extractor,"several deeds, divorce deed first.",False,3.6.0
356111440,not-logged-in-c41244995aea9067498e,,16423,T2,2021-08-30 23:31:14 UTC,51114661,text_extractor,"Third: That the premises shall not be owned or occupied by negroes or persons of negro blood, provided
that this shall not be construed to prevent the living upon the premises of any negro who is employed
for domestic purposes by the occupants of the dwelling on said land.",False,3.6.0
356111440,not-logged-in-c41244995aea9067498e,,16423,T4,2021-08-30 23:31:14 UTC,51114661,text_extractor,Lockeland subdivision,False,3.6.0
356111441,tim_maps,2143993.0,16423,T2,2021-08-30 23:31:15 UTC,50614790,text_extractor,,,3.6.0
356111441,tim_maps,2143993.0,16423,T4,2021-08-30 23:31:15 UTC,50614790,text_extractor,,False,3.6.0
356111554,tim_maps,2143993.0,16423,T2,2021-08-30 23:31:54 UTC,50614799,text_extractor,,,3.6.0
356111554,tim_maps,2143993.0,16423,T4,2021-08-30 23:31:54 UTC,50614799,text_extractor,,False,3.6.0
356111583,tim_maps,2143993.0,16423,T2,2021-08-30 23:32:08 UTC,50722741,text_extractor,,,3.6.0
356111583,tim_maps,2143993.0,16423,T4,2021-08-30 23:32:08 UTC,50722741,text_extractor,,False,3.6.0
356111702,not-logged-in-c41244995aea9067498e,,16423,T2,2021-08-30 23:32:47 UTC,51716771,text_extractor,,,3.6.0
356111702,not-logged-in-c41244995aea9067498e,,16423,T4,2021-08-30 23:32:47 UTC,51716771,text_extractor,This deed conveyed Timber,False,3.6.0
356111709,tim_maps,2143993.0,16423,T2,2021-08-30 23:32:48 UTC,51284050,text_extractor,,,3.6.0
356111709,tim_maps,2143993.0,16423,T4,2021-08-30 23:32:48 UTC,51284050,text_extractor,,False,3.6.0
356111722,johnkilleen,2171363.0,16423,T2,2021-08-30 23:32:53 UTC,50615180,text_extractor,"SEVENTH: That the premises shall not be coupled by negroes or persons with
negro blood; provided that this shall not be construed to prevent the living upon the premises of any negro servant whose time is employed for domestic purposes by the occupants of the dwelling house, together with the family of such servant.",False,3.6.0
356111722,johnkilleen,2171363.0,16423,T4,2021-08-30 23:32:53 UTC,50615180,text_extractor,Hope Valley.,False,3.6.0
356111851,tim_maps,2143993.0,16423,T2,2021-08-30 23:33:26 UTC,50722747,text_extractor,That said premises shall never be owned or occupied by a colored person.,False,3.6.0
356111851,tim_maps,2143993.0,16423,T4,2021-08-30 23:33:26 UTC,50722747,text_extractor,,False,3.6.0
356111876,TiaMHall,2180620.0,16423,T2,2021-08-30 23:33:33 UTC,50837535,text_extractor,"That the said party of the first part in consideration of the sum of $1440.00 to it in hand paid, the
receipt of which is hereby acknowledged, does hereby bargain, sell, and convey to the party of the second part, their
heirs and assigns, subject to the terms and conditions hereinafter contained, the exclusive right of interment
of the white race in:
Lot #30 Units 1-6 Block #2 Section 4
Lot #31 Units 1-6 Block #2 Section No. 4
Lot No. 34 Unites 1-6 Block No. #2, Section No. 4
Lot #35 Units 1-6 Block #2 Section 4
as appears from a certain map of Woodlawn Memorial Park, Inc., dated April 23, 1947.
And the parties of the second part as evidenced by the acceptance of this indenture expressly agree as a part of the
consideration for this conveyance, that said property shall be used solely as a place for the burial of the dead
of the white race, and that right of interment in said lots or any part thereof shall not be sold or conveyed to any
person or persons of African descent. nor shall any portion of said lots be used for the burial of any person of
African descent; and in event of the violation of this condition, the right of internment in said lot shall
thereupon rever to and become vested in the party of the first part, its successors or assigns.
And or parcels this indenture of land is shall entered in all into respects by the be first subject and at second all parties times to upon all the the rules further and condition regulations that of the the use first of said 'party lots now
existing or which shall hereafter be adopted and established for the government and conduct of woodlawn Memorial
Park, Inc.",False,3.6.0
356111876,TiaMHall,2180620.0,16423,T4,2021-08-30 23:33:33 UTC,50837535,text_extractor,,False,3.6.0
356111923,not-logged-in-c41244995aea9067498e,,16423,T2,2021-08-30 23:33:49 UTC,50614600,text_extractor,,,3.6.0
356111923,not-logged-in-c41244995aea9067498e,,16423,T4,2021-08-30 23:33:49 UTC,50614600,text_extractor,This is conveying lots to family members,False,3.6.0
356111981,LTanya,2170255.0,16423,T2,2021-08-30 23:34:13 UTC,50723079,text_extractor,1. No property or building shall be owned or occupied by the colored race except such buildings as may be constructed by the owners and residents of the property for the use of their servants.,False,3.6.0
356111981,LTanya,2170255.0,16423,T4,2021-08-30 23:34:13 UTC,50723079,text_extractor,,False,3.6.0
356112017,johnkilleen,2171363.0,16423,T2,2021-08-30 23:34:27 UTC,50989485,text_extractor,,,3.6.0
356112017,johnkilleen,2171363.0,16423,T4,2021-08-30 23:34:27 UTC,50989485,text_extractor,,False,3.6.0
356112028,ZareenK,2293010.0,16423,T2,2021-08-30 23:34:31 UTC,50722547,text_extractor,"It is understood and agreed between the parties hereto and made a part of this deed, that the lot of land herein conveyed, shall never be owned or occupied by colored persons.",False,3.6.0
356112028,ZareenK,2293010.0,16423,T4,2021-08-30 23:34:31 UTC,50722547,text_extractor,"It is understood and agreed between the parties hereto and made a part of this deed, that the lot of land herein conveyed, shall never be owned or occupied by colored persons.",False,3.6.0
356112067,TiaMHall,2180620.0,16423,T2,2021-08-30 23:34:45 UTC,50722558,text_extractor,,,3.6.0
356112067,TiaMHall,2180620.0,16423,T4,2021-08-30 23:34:45 UTC,50722558,text_extractor,,False,3.6.0
356112088,tim_maps,2143993.0,16423,T2,2021-08-30 23:34:53 UTC,50615132,text_extractor,"That the premises shall not be occupied by negroes or persons with negro blood, provided that this shall not be construed to prevent the living upon the premises of any negro servant whose time is employed for domestic purposes by the occupants of the dwelling house, together with the family of such servant.",False,3.6.0
356112088,tim_maps,2143993.0,16423,T4,2021-08-30 23:34:53 UTC,50615132,text_extractor,,False,3.6.0
356112221,not-logged-in-a70f586eb12456663848,,16423,T2,2021-08-30 23:35:51 UTC,50989560,text_extractor,,,3.6.0
356112221,not-logged-in-a70f586eb12456663848,,16423,T4,2021-08-30 23:35:51 UTC,50989560,text_extractor,Lease agreement,False,3.6.0
356112251,tim_maps,2143993.0,16423,T2,2021-08-30 23:36:03 UTC,51114804,text_extractor,"And second party es evidenced by the acceptance of this indenture, expressly agrees as a part of the consideration
for this conveyance, that said property shall be used solely as a place for the burial of the dead of the white race, and that right of interment in lots or any part thereof shall not be sold or conveyed to any person or persons
of African descent, nor shall any portion of said lot be used for the burial of any person of African descent
",False,3.6.0
356112251,tim_maps,2143993.0,16423,T4,2021-08-30 23:36:03 UTC,51114804,text_extractor,cemetery lot,False,3.6.0
356112327,LTanya,2170255.0,16423,T2,2021-08-30 23:36:35 UTC,51716642,text_extractor,,,3.6.0
356112327,LTanya,2170255.0,16423,T4,2021-08-30 23:36:35 UTC,51716642,text_extractor,,False,3.6.0
356112389,tim_maps,2143993.0,16423,T2,2021-08-30 23:36:56 UTC,50722693,text_extractor,It is further understood and agreed that said lot shall never be owned or occupied by a colored person.,False,3.6.0
356112389,tim_maps,2143993.0,16423,T4,2021-08-30 23:36:56 UTC,50722693,text_extractor,,False,3.6.0
356112390,not-logged-in-a70f586eb12456663848,,16423,T2,2021-08-30 23:36:56 UTC,50614650,text_extractor,,,3.6.0
356112390,not-logged-in-a70f586eb12456663848,,16423,T4,2021-08-30 23:36:56 UTC,50614650,text_extractor,,False,3.6.0
356112538,tim_maps,2143993.0,16423,T2,2021-08-30 23:37:53 UTC,50837594,text_extractor,"That the premises shall not be occupied by negroes or persons with negro blood; provided that this shall not be construed to prevent the living upon the premises of any negro servant whose time is employed for domestic purposes by the occupants of the dwelling house, together with the family of such servant.",False,3.6.0
356112538,tim_maps,2143993.0,16423,T4,2021-08-30 23:37:53 UTC,50837594,text_extractor,,False,3.6.0
356112609,tim_maps,2143993.0,16423,T2,2021-08-30 23:38:21 UTC,51284032,text_extractor,it is further agreed that said lot shall never be owned or occupied by a colored person.,False,3.6.0
356112609,tim_maps,2143993.0,16423,T4,2021-08-30 23:38:21 UTC,51284032,text_extractor,,False,3.6.0
356112676,TiaMHall,2180620.0,16423,T2,2021-08-30 23:38:48 UTC,50722606,text_extractor,"egister of Deeds for Durham County in Plat Book 5, at page 183, to which reference is hereby made
for a more perfect and complete description by metes ow and bounds, the property herein conveyed shall be
used,than a mimimum of 750 feet frontage Shaet and he no ircoted parta of the above described property shall be sold
rented or otherwise disposed to any person or persons of Africar descent nor ocupied by any person
of AfricA descent except as a se e rvant of a white person, see deed Book 72, at page 638.
TO HAVE AND TO HOLD said. ",False,3.6.0
356112676,TiaMHall,2180620.0,16423,T4,2021-08-30 23:38:48 UTC,50722606,text_extractor,interesting that they made note that the servant had to be a servant of a white person ,False,3.6.0
356112703,tim_maps,2143993.0,16423,T2,2021-08-30 23:38:57 UTC,50837039,text_extractor,"And the party of the second part, as evidenced by the acceptance of this indenture, expressly agrees as a part of the consideration for this conveyance, that said property shall be used solely as a place for the burial of the dead of the
white race, and that right of interment in said lot or any part thereof, shall not be sold or conveyed to any person or
persons of African descent, nor shall any portion of said lot be used for the burial of any person of African descent,
and in event of the violation of this condition, the right of interment in said lot shall thereupon revert to and become
vested/i the party of the first part, its successors or assigns.",False,3.6.0
356112703,tim_maps,2143993.0,16423,T4,2021-08-30 23:38:57 UTC,50837039,text_extractor,,False,3.6.0
356112776,johnkilleen,2171363.0,16423,T2,2021-08-30 23:39:21 UTC,50614680,text_extractor,"""...that the said receipt first party, of which in is consideration hereby acknowledged, of the sum does of hereby $10.00 and bargain, other sell valuable and convey, cash considerations, to the second part, heirs and assigns, subject to the terms and conditions hereinafter contained, the exclusive right of interment of the dead of the white race in:
Lot No. 21...""
""And second part -- as evidenced by the acceptance of this indenture, expressly agree as a part of the consideration for this conveyance, that said property shall be used solely as a place for the burial of the dead of the white race, and African that right descent. * interment nor shall in lot any portion --. or any of said part lot-- thereof, be used shall for not the be burial sold or of conveyed any person to any of African person or descent; persons and of in event of the violation of this condition, the right of interment in said lot -- shall thereupon revert to and become
vested in the first party, its successors or assigns.""",False,3.6.0
356112776,johnkilleen,2171363.0,16423,T4,2021-08-30 23:39:21 UTC,50614680,text_extractor,Woodlawn Cemetery,False,3.6.0
356112920,LTanya,2170255.0,16423,T2,2021-08-30 23:39:57 UTC,51114615,text_extractor,"8. The lot hereby conveyed shall not be sold, transferred, conveyed, leased, or rented to persons of Negro blood, provided that this shall not be construed to prevent the living upon the premises of any Negro servant or servants whose time shall be employed for domestic purposes only by the owner or tenant thereof.",False,3.6.0
356112920,LTanya,2170255.0,16423,T4,2021-08-30 23:39:57 UTC,51114615,text_extractor,,False,3.6.0
356112925,tim_maps,2143993.0,16423,T2,2021-08-30 23:39:58 UTC,51716691,text_extractor,"That the said property shall not be sold, leased or rented to any negro or person of African descent.",False,3.6.0
356112925,tim_maps,2143993.0,16423,T4,2021-08-30 23:39:58 UTC,51716691,text_extractor,,False,3.6.0
356113060,TiaMHall,2180620.0,16423,T2,2021-08-30 23:40:31 UTC,51492085,text_extractor,,,3.6.0
356113060,TiaMHall,2180620.0,16423,T4,2021-08-30 23:40:31 UTC,51492085,text_extractor,,False,3.6.0
356113092,ZareenK,2293010.0,16423,T2,2021-08-30 23:40:38 UTC,50723311,text_extractor,"Seventh that the premises shall not be occupied by negroes or persons with negro blood provided that this shall not be construed to prevent the xxxxxx living upon the xxxxx premises zzzzzzzzz of any negro as servant whose time is employed for domestic purposes by the occupants of the dwelling house, together with the family of such servant.",False,3.6.0
356113092,ZareenK,2293010.0,16423,T4,2021-08-30 23:40:38 UTC,50723311,text_extractor,Hope Valley land deed,False,3.6.0
356113241,LTanya,2170255.0,16423,T2,2021-08-30 23:41:14 UTC,50989311,text_extractor,,,3.6.0
356113241,LTanya,2170255.0,16423,T4,2021-08-30 23:41:14 UTC,50989311,text_extractor,,False,3.6.0
356113386,tim_maps,2143993.0,16423,T2,2021-08-30 23:41:55 UTC,50837368,text_extractor,"And second party as evidenced by the acceptance of this indenture, expressly agrees as a part for the consideration for this conveyance, that said property shall be used solely as a place for the burial of the dead of the white race, and that right of interment in lots or any part thereof, shall not be sold or conveyed to any person or persons of African descent, nor shall any portion of said lots be used for the burial of any person of African descent",False,3.6.0
356113386,tim_maps,2143993.0,16423,T4,2021-08-30 23:41:55 UTC,50837368,text_extractor,cemetery deed,False,3.6.0
356113488,not-logged-in-b9343f9eb8f2fe052a0f,,16423,T2,2021-08-30 23:42:27 UTC,51716595,text_extractor,,,3.6.0
356113488,not-logged-in-b9343f9eb8f2fe052a0f,,16423,T4,2021-08-30 23:42:27 UTC,51716595,text_extractor,,False,3.6.0
356113504,johnkilleen,2171363.0,16423,T2,2021-08-30 23:42:32 UTC,50989490,text_extractor,"""H. No persons of any race other than the Caucasian race, shall use or occupy any building or any lot, except that this
covenant shall not prevent occupancy by domestic servants of a different race domiciled with an owner or tenant."" ",False,3.6.0
356113504,johnkilleen,2171363.0,16423,T4,2021-08-30 23:42:32 UTC,50989490,text_extractor,Lakewood Park Place Property of R.H. Wright,False,3.6.0
356113552,tim_maps,2143993.0,16423,T2,2021-08-30 23:42:44 UTC,50722596,text_extractor,It is further understood that said lot shall never be owned or occupied by a colored person.,False,3.6.0
356113552,tim_maps,2143993.0,16423,T4,2021-08-30 23:42:44 UTC,50722596,text_extractor,,False,3.6.0
356113588,tim_maps,2143993.0,16423,T2,2021-08-30 23:42:55 UTC,50722679,text_extractor,,,3.6.0
356113588,tim_maps,2143993.0,16423,T4,2021-08-30 23:42:55 UTC,50722679,text_extractor,,False,3.6.0
356113615,LTanya,2170255.0,16423,T2,2021-08-30 23:43:02 UTC,50837105,text_extractor,"As a part of the consideration hereof, it is expressly understood and agreed by and
the parties hereto that no property or building shall be owned or occupied by the colored race, except such building as may be constructed by the owners and residents of be property for the use of their servants. ",False,3.6.0
356113615,LTanya,2170255.0,16423,T4,2021-08-30 23:43:02 UTC,50837105,text_extractor,,False,3.6.0
